"orderid","ordercode","dateid","shipmodeid","customerid","productid","cityid","sales"
4221,CA-2015-148425,586,1,85,1148,190,6.642
4222,CA-2017-144309,580,1,605,984,320,679.96
4223,US-2015-144078,228,1,581,1563,19,539.92
4224,US-2015-144078,228,1,581,1566,19,725.344
4225,US-2015-144078,228,1,581,45,19,7.44
4226,CA-2015-124464,400,1,708,140,269,39.48
4227,CA-2018-104885,484,1,260,1272,269,59.52
4228,CA-2018-104885,484,1,260,1534,269,57.96
4229,CA-2018-104885,484,1,260,1174,269,441.96
4230,CA-2018-104885,484,1,260,1398,269,68.04
4231,CA-2016-161452,72,1,138,315,304,892.224
4232,US-2015-115196,446,1,107,1803,326,1299.99
4233,CA-2016-101889,129,1,657,664,545,1548.99
4234,CA-2016-101889,129,1,657,1534,545,19.872
4235,CA-2016-121552,488,1,546,691,95,19.56
4236,CA-2018-146493,709,1,615,235,257,53.9
4237,CA-2018-139493,380,1,393,1634,350,15.92
4238,CA-2015-151967,405,1,460,1209,346,129.92
4239,US-2017-140158,363,1,367,1615,446,30.4
4240,US-2017-140158,363,1,367,919,446,5399.91
4241,US-2017-140158,363,1,367,1331,446,119.1
4242,CA-2015-133592,632,1,348,46,446,195.64
4243,CA-2015-133592,632,1,348,1393,446,14.94
4244,CA-2015-133592,632,1,348,231,446,1687.8
4245,CA-2015-133592,632,1,348,1085,446,341.96
4246,CA-2015-133592,632,1,348,350,446,605.88
4247,CA-2016-116876,20,1,323,1160,4,625.99
4248,CA-2017-169838,417,1,86,1535,11,1568.61
4249,CA-2017-169838,417,1,86,947,11,17.3
4250,CA-2017-169838,417,1,86,517,11,160
4251,CA-2015-102330,121,1,248,860,54,88.8
4252,CA-2015-102330,121,1,248,1332,54,319.968
4253,CA-2018-151799,479,1,40,74,214,1199.98
4254,CA-2018-151799,479,1,40,823,214,73.85
4255,CA-2018-151799,479,1,40,428,214,25.71
4256,CA-2018-151799,479,1,40,1068,214,526.582
4257,CA-2017-114601,177,1,576,455,175,11.56
4258,CA-2017-114601,177,1,576,1477,175,209.97
4259,CA-2017-114601,177,1,576,743,175,447.84
4260,CA-2017-114601,177,1,576,1017,175,479.97
4261,CA-2017-114601,177,1,576,117,175,8.64
4262,CA-2018-100237,128,1,701,636,610,11.68
4263,CA-2015-139542,429,1,217,1196,443,40.776
4264,US-2016-142811,722,1,424,1270,1,87.8
4265,US-2018-101518,361,1,677,1196,617,40.776
4266,CA-2016-149636,492,1,153,233,66,1.938
4267,US-2018-146213,308,1,666,329,496,159.96
4268,CA-2016-108588,585,1,231,1272,126,59.52
4269,CA-2016-108588,585,1,231,1307,126,13.168
4270,US-2018-138086,171,1,586,738,607,40.74
4271,CA-2016-139374,695,1,184,745,102,179.886
4272,CA-2017-113978,380,1,404,1738,114,286.256
4273,CA-2017-113978,380,1,404,1020,114,24.224
4274,CA-2017-113978,380,1,404,1338,114,331.536
4275,CA-2017-106915,22,1,172,1515,453,17.856
4276,US-2017-109260,690,1,236,877,221,431.976
4277,CA-2018-104850,27,1,157,977,414,291.136
4278,CA-2018-143294,273,1,642,562,528,10.688
4279,CA-2018-134418,547,1,111,1672,414,12.42
4280,US-2017-106313,220,1,382,1715,382,19.44
4281,CA-2015-105872,381,1,599,990,543,70.368
4282,CA-2018-141103,501,1,780,1386,111,89.95
4283,CA-2015-154781,407,1,222,704,246,6.58
4284,CA-2015-154781,407,1,222,1266,246,94.99
4285,CA-2018-105326,476,1,315,1548,304,25.92
4286,CA-2017-133613,303,1,709,544,574,7.96
4287,CA-2017-133613,303,1,709,1586,574,566.97
4288,CA-2017-133613,303,1,709,1028,574,9.84
4289,CA-2016-109113,632,1,226,432,329,25.488
4290,CA-2016-133242,87,1,405,608,64,450.04
4291,CA-2016-133242,87,1,405,947,64,34.6
4292,CA-2016-133242,87,1,405,1132,64,467.97
4293,CA-2016-133242,87,1,405,102,64,33.02
4294,CA-2018-100902,55,1,449,304,501,268.24
4295,CA-2018-100902,55,1,449,488,501,431.16
4296,CA-2015-155390,559,1,145,1112,416,42.208
4297,CA-2016-103093,194,1,472,1534,127,74.52
4298,CA-2018-154088,323,1,27,912,221,26.72
4299,CA-2017-108196,417,1,244,643,92,456.588
4300,CA-2017-108196,417,1,244,1821,92,4499.985
4301,CA-2017-108196,417,1,244,1649,92,59.976
4302,CA-2015-166961,183,1,707,1432,272,10.98
4303,CA-2015-166961,183,1,707,230,272,7.86
4304,CA-2015-166961,183,1,707,206,272,51.45
4305,CA-2015-166961,183,1,707,264,272,37.056
4306,CA-2017-139381,391,1,688,472,385,203.92
4307,CA-2016-132136,216,1,472,750,466,8.568
4308,US-2015-111353,37,1,320,515,126,25.06
4309,CA-2017-108364,672,1,329,1295,466,1.8
4310,CA-2016-112711,539,1,187,1417,110,307.168
4311,CA-2016-102260,271,1,112,874,519,12
4312,CA-2016-102260,271,1,112,608,519,720.064
4313,CA-2016-102260,271,1,112,465,519,2.816
4314,US-2017-137295,272,1,671,780,343,47.616
4315,US-2017-137295,272,1,671,718,343,108.784
4316,CA-2018-150469,15,1,674,982,607,11.84
4317,US-2015-115413,105,1,588,910,269,8.64
4318,US-2015-115413,105,1,588,914,269,149.97
4319,CA-2015-125150,403,1,146,1465,304,232.88
4320,CA-2016-127327,194,1,146,350,596,90.882
4321,CA-2018-117114,6,1,603,1542,329,508.768
4322,CA-2018-117114,6,1,603,554,329,9.912
4323,CA-2016-137302,161,1,714,360,55,63.936
4324,CA-2016-137302,161,1,714,697,55,59.52
4325,CA-2016-137302,161,1,714,403,55,311.976
4326,CA-2016-137302,161,1,714,1543,55,50.352
4327,CA-2017-112382,291,1,496,1317,5,19.136
4328,CA-2016-128958,653,1,308,342,626,13.12
4329,CA-2016-149083,487,1,712,179,414,307.136
4330,CA-2016-149083,487,1,712,173,414,12.6
4331,CA-2016-149083,487,1,712,1255,414,159.98
4332,US-2015-137869,658,1,423,867,537,6.12
4333,US-2015-137869,658,1,423,701,537,1184.72
4334,CA-2017-116603,5,1,726,1189,543,45.96
4335,US-2018-123834,459,1,111,882,397,124.404
4336,CA-2016-125976,147,1,389,841,64,154.9
4337,CA-2016-125976,147,1,389,1132,64,1871.88
4338,CA-2017-128706,437,1,264,682,528,16.192
4339,CA-2017-104311,199,1,388,170,564,18.936
4340,CA-2017-104311,199,1,388,820,564,12.672
4341,CA-2017-104311,199,1,388,614,564,5.04
4342,CA-2015-169649,31,1,428,151,271,8.448
4343,CA-2015-169649,31,1,428,936,271,20.388
4344,CA-2016-144890,497,1,426,769,285,9.96
4345,CA-2018-135587,672,1,343,416,15,320.64
4346,CA-2018-135587,672,1,343,547,15,52
4347,CA-2018-152261,484,1,511,264,194,18.528
4348,CA-2016-142993,413,1,220,583,414,17.9
4349,CA-2017-136994,524,1,433,407,144,13.38
4350,US-2018-166233,185,1,143,1165,225,24
4351,CA-2018-122112,43,1,138,243,198,24.448
4352,CA-2017-101672,433,1,748,343,57,6.16
4353,CA-2017-101672,433,1,748,1,57,915.136
4354,CA-2017-101672,433,1,748,1552,57,8.56
4355,CA-2017-101672,433,1,748,1721,57,97.82
4356,CA-2018-168403,308,1,784,1096,218,31.104
4357,CA-2018-168403,308,1,784,1701,218,11.176
4358,CA-2016-148705,733,1,239,1769,501,5.04
4359,CA-2017-155747,273,1,641,1286,617,337.176
4360,CA-2017-113117,277,1,82,1597,163,32.4
4361,CA-2017-148684,283,1,604,162,30,19.89
4362,CA-2017-148684,283,1,604,370,30,399.98
4363,CA-2017-148684,283,1,604,685,30,106.32
4364,CA-2018-125367,25,1,36,1747,28,13.92
4365,CA-2018-124744,438,1,89,250,347,82.4
4366,CA-2018-124744,438,1,89,41,347,6.24
4367,CA-2018-124744,438,1,89,1284,347,447.84
4368,CA-2018-128363,398,1,232,199,416,272.048
4369,CA-2018-128363,398,1,232,94,416,1614.582
4370,CA-2018-128363,398,1,232,230,416,24.32
4371,CA-2018-128363,398,1,232,1042,416,1.584
4372,CA-2018-128363,398,1,232,405,416,31.984
4373,CA-2018-128363,398,1,232,1547,416,14.76
4374,CA-2018-128363,398,1,232,1520,416,423.648
4375,CA-2016-126669,720,1,178,1455,5,76.64
4376,US-2016-118766,433,1,682,1534,6,4.464
4377,US-2016-118766,433,1,682,1034,6,3.96
4378,CA-2017-149762,183,1,174,743,52,268.704
4379,CA-2017-149762,183,1,174,1011,52,21.92
4380,CA-2017-149762,183,1,174,570,52,48.72
4381,CA-2017-149762,183,1,174,1394,52,205.666
4382,CA-2018-165323,167,1,766,649,543,3404.5
4383,CA-2018-165323,167,1,766,532,543,101.34
4384,CA-2016-110891,205,1,775,732,617,344.372
4385,CA-2018-139822,547,1,545,194,574,38.62
4386,CA-2018-139822,547,1,545,433,574,59.98
4387,CA-2018-107713,738,1,484,458,591,174.3
4388,CA-2018-134096,577,1,588,1417,571,383.96
4389,CA-2018-134096,577,1,588,947,571,15.57
4390,US-2017-168095,185,1,396,1055,218,230.28
4391,US-2017-168095,185,1,396,1112,218,105.52
4392,CA-2018-166093,512,1,655,1534,54,23.36
4393,CA-2018-166093,512,1,655,1616,54,71.976
4394,CA-2018-166093,512,1,655,271,54,8.56
4395,CA-2018-166093,512,1,655,1241,54,13.92
4396,CA-2018-166093,512,1,655,668,54,2518.29
4397,CA-2018-166093,512,1,655,1427,54,540.57
4398,CA-2018-166093,512,1,655,605,54,221.056
4399,CA-2018-134194,415,1,585,990,191,39.582
4400,CA-2018-134194,415,1,585,1725,191,44.688
4401,CA-2018-134194,415,1,585,1272,191,31.744
4402,CA-2015-131009,187,1,39,720,453,18.84
4403,CA-2015-131009,187,1,39,240,453,362.25
4404,CA-2015-131009,187,1,39,1653,453,63.552
4405,CA-2015-131009,187,1,39,1054,453,129.552
4406,CA-2016-145814,592,1,556,1509,508,5.984
4407,CA-2016-145814,592,1,556,514,508,861.76
4408,CA-2015-138359,386,1,616,118,7,66.96
4409,CA-2015-138359,386,1,616,41,7,6.24
4410,CA-2018-131807,71,1,570,523,132,435.168
4411,CA-2018-131807,71,1,570,230,132,14.9
4412,CA-2018-131807,71,1,570,27,132,15.8
4413,CA-2018-131807,71,1,570,662,132,72.9
4414,CA-2018-131807,71,1,570,801,132,206.352
4415,US-2016-126753,321,1,262,114,412,519.792
4416,US-2016-126753,321,1,262,906,412,31.176
4417,US-2016-126753,321,1,262,1439,412,10.368
4418,US-2016-126753,321,1,262,262,412,3.762
4419,US-2016-126753,321,1,262,508,412,10.272
4420,CA-2015-166051,158,1,647,1844,104,659.97
4421,CA-2015-166051,158,1,647,1281,104,113.73
4422,CA-2016-113040,648,1,282,1346,144,5.104
4423,US-2017-117793,331,1,335,173,554,25.2
4424,US-2017-117793,331,1,335,692,554,37.59
4425,US-2017-117793,331,1,335,1003,554,14.97
4426,US-2017-117793,331,1,335,940,554,1.98
4427,US-2016-151407,104,1,170,1250,173,263.96
4428,CA-2017-139808,570,1,569,1681,464,93.36
4429,CA-2016-110863,37,1,724,1398,258,106.32
4430,CA-2016-110863,37,1,724,1520,258,1323.9
4431,CA-2015-129189,229,1,725,707,6,4.992
4432,CA-2015-129189,229,1,725,1107,6,657.93
4433,CA-2015-129189,229,1,725,364,6,1.044
4434,CA-2017-166373,221,1,252,628,470,106.08
4435,CA-2017-158806,622,1,630,373,110,25.92
4436,CA-2018-169012,75,1,344,1701,127,41.91
4437,US-2018-133081,193,1,458,527,408,63.88
4438,CA-2017-145611,276,1,263,561,508,393.25
4439,CA-2017-168543,61,1,750,1772,508,706.86
4440,CA-2015-144974,684,1,792,954,617,5.97
4441,CA-2015-144974,684,1,792,1653,617,21.184
4442,CA-2015-144974,684,1,792,830,617,41.376
4443,CA-2018-152205,382,1,610,679,412,2.655
4444,CA-2016-121188,277,1,746,1718,285,892.35
4445,CA-2016-121188,277,1,746,299,285,307.666
4446,CA-2016-121188,277,1,746,1485,285,728.82
4447,CA-2016-121188,277,1,746,676,285,41.36
4448,CA-2016-121188,277,1,746,1386,285,43.176
4449,CA-2016-121188,277,1,746,1259,285,4.16
4450,CA-2016-156013,554,1,216,536,81,61.4
4451,CA-2016-156013,554,1,216,1660,81,24.448
4452,US-2016-160563,365,1,536,1255,607,239.97
4453,US-2016-160563,365,1,536,1043,607,16.02
4454,CA-2018-151750,58,1,61,1021,570,454.56
4455,CA-2018-151750,58,1,61,1267,570,141.42
4456,CA-2018-151750,58,1,61,1224,570,310.744
4457,CA-2018-151750,58,1,61,1634,570,12.736
4458,CA-2018-151750,58,1,61,246,570,6.47
4459,CA-2018-151750,58,1,61,1125,570,15.224
4460,CA-2016-106187,203,1,85,1124,331,27.42
4461,CA-2016-106187,203,1,85,635,331,165.98
4462,CA-2016-106187,203,1,85,1421,331,75
4463,US-2017-164945,439,1,414,1543,126,134.272
4464,CA-2016-150714,146,1,728,786,83,146.544
4465,CA-2016-150714,146,1,728,1519,83,131.904
4466,CA-2016-150714,146,1,728,936,83,203.88
4467,CA-2016-150714,146,1,728,855,83,14.301
4468,CA-2016-150714,146,1,728,84,83,718.64
4469,CA-2017-105753,494,1,136,238,64,61.1
4470,CA-2018-120894,455,1,514,1751,193,28.08
4471,CA-2016-107020,595,1,781,5,43,39.92
4472,CA-2015-101392,143,1,720,505,414,269.36
4473,CA-2016-127502,423,1,277,1239,246,5.76
4474,CA-2018-122798,173,1,401,1770,3,118.25
4475,CA-2018-122798,173,1,401,202,3,4.28
4476,CA-2016-149846,10,1,440,894,144,8.26
4477,CA-2016-149846,10,1,440,723,144,2973.32
4478,CA-2016-149846,10,1,440,1003,144,104.79
4479,CA-2016-149846,10,1,440,239,144,775.728
4480,US-2018-167570,408,1,313,566,617,215.544
4481,CA-2018-160122,411,1,7,312,466,55.584
4482,CA-2018-160122,411,1,7,1142,466,127.386
4483,CA-2018-101014,385,1,655,1779,285,148.02
4484,US-2018-113201,139,1,621,512,144,204.95
4485,US-2018-106551,262,1,150,1107,271,526.344
4486,CA-2017-116722,29,1,394,781,246,41.96
4487,CA-2017-116722,29,1,394,1107,246,451.152
4488,CA-2017-116722,29,1,394,837,246,31.504
4489,CA-2015-138128,31,1,608,1328,412,30.672
4490,CA-2015-138128,31,1,608,1348,412,1079.976
4491,US-2018-150070,608,1,511,600,367,161.568
4492,CA-2016-137064,341,1,604,828,528,2.934
4493,CA-2016-137064,341,1,604,1291,528,18.528
4494,CA-2016-137064,341,1,604,1446,528,670.752
4495,CA-2016-121776,406,1,170,536,188,36.84
4496,CA-2016-121776,406,1,170,515,188,87.71
4497,CA-2017-118073,196,1,276,659,77,562.2925
4498,CA-2015-103219,536,1,127,109,508,56.52
4499,CA-2017-102561,693,1,334,1105,617,11.264
4500,CA-2017-102561,693,1,334,1149,617,284.08
4501,CA-2017-102561,693,1,334,792,617,18.496
4502,CA-2017-100993,511,1,168,1522,78,14.73
4503,CA-2017-100993,511,1,168,1300,78,186.54
4504,CA-2017-100993,511,1,168,1535,78,557.728
4505,CA-2017-100993,511,1,168,1711,78,159.968
4506,US-2015-112949,523,1,189,561,88,471.9
4507,US-2015-112949,523,1,189,376,88,3.52
4508,US-2018-146822,184,1,619,1398,203,49.12
4509,US-2017-131058,493,1,22,1239,352,20.16
4510,US-2018-143770,101,1,174,1381,371,238
4511,US-2018-143770,101,1,174,841,371,61.96
4512,CA-2017-131296,363,1,561,1692,111,239.372
4513,CA-2017-103464,553,1,292,1381,55,595
4514,CA-2018-136238,326,1,539,1688,588,16.032
4515,CA-2017-120803,694,1,698,545,13,199.75
4516,CA-2017-134138,665,1,642,506,143,227.96
4517,CA-2016-168207,295,1,573,594,55,96.96
4518,CA-2016-168207,295,1,573,1543,55,117.488
4519,CA-2016-168207,295,1,573,14,55,11.952
4520,CA-2016-168207,295,1,573,1674,55,512.499
4521,CA-2017-144148,103,1,186,476,16,863.128
4522,CA-2018-107174,553,1,572,1776,382,2036.86
4523,CA-2018-107174,553,1,572,174,382,449.568
4524,CA-2018-107174,553,1,572,1357,382,108.96
4525,CA-2017-146150,664,1,187,631,104,264.18
4526,CA-2015-114125,342,1,427,1372,285,2.88
4527,CA-2015-114125,342,1,427,338,285,41.904
4528,CA-2017-114944,491,1,304,1214,466,156.512
4529,CA-2017-166429,684,1,601,922,314,999.98
4530,CA-2016-112767,351,1,771,887,83,277.5
4531,CA-2016-119879,469,1,325,1091,443,1252.704
4532,CA-2016-119879,469,1,325,563,443,110.97
4533,CA-2018-155642,641,1,683,212,271,22.608
4534,CA-2018-155642,641,1,683,152,271,1.892
4535,US-2018-101721,25,1,509,1112,466,63.312
4536,CA-2017-127194,580,1,714,1061,543,62.82
4537,US-2018-155866,55,1,207,430,28,38.88
4538,CA-2018-102736,191,1,519,1574,515,89.568
4539,CA-2018-102736,191,1,519,98,515,71.96
4540,CA-2018-102736,191,1,519,518,515,15.552
4541,CA-2018-125269,45,1,96,1673,329,72.784
4542,CA-2016-122266,161,1,173,700,418,191.5155
4543,CA-2016-122266,161,1,173,342,418,2.624
4544,CA-2016-141565,554,1,145,643,386,1369.764
4545,CA-2016-141565,554,1,145,30,386,294.368
4546,CA-2018-128769,608,1,121,472,386,81.568
4547,CA-2017-116337,592,1,81,157,544,314.088
4548,CA-2016-120845,487,1,580,1628,123,10.48
4549,CA-2016-120845,487,1,580,1307,123,2.469
4550,CA-2016-120845,487,1,580,378,123,3.264
4551,CA-2015-120775,238,1,7,1587,6,4.344
4552,CA-2015-120775,238,1,7,964,6,31.776
4553,CA-2015-120775,238,1,7,343,6,4.928
4554,CA-2015-120775,238,1,7,1133,6,1.788
4555,CA-2015-120775,238,1,7,709,6,15.072
4556,CA-2015-152905,341,1,718,170,458,12.624
4557,CA-2017-104633,412,1,592,1691,452,12.96
4558,CA-2015-158225,695,1,646,1122,307,169.45
4559,CA-2015-158225,695,1,646,1072,307,40.68
4560,CA-2018-102204,727,1,674,12,523,3.328
4561,CA-2018-102204,727,1,674,510,523,933.262
4562,CA-2018-102204,727,1,674,1707,523,2803.92
4563,CA-2015-109855,264,1,529,1065,126,23.744
4564,CA-2015-109855,264,1,529,1381,126,357
4565,CA-2015-109897,206,1,512,534,16,806.336
4566,US-2015-143581,249,1,72,408,127,344.91
4567,CA-2018-152310,462,1,782,839,414,299.99
4568,CA-2018-152310,462,1,782,571,414,192.16
4569,CA-2018-152310,462,1,782,1281,414,242.624
4570,CA-2018-152310,462,1,782,1724,414,46.74
4571,CA-2018-152310,462,1,782,332,414,174.95
4572,CA-2018-152310,462,1,782,1301,414,100.704
4573,CA-2017-100307,129,1,732,1742,30,19.44
4574,CA-2016-138457,130,1,752,969,225,13.092
4575,CA-2015-131800,49,1,562,1661,508,122.94
4576,CA-2015-131800,49,1,562,1035,508,35.448
4577,CA-2015-118304,144,1,704,1279,598,19.98
4578,CA-2018-121790,39,1,519,887,293,69.375
4579,CA-2018-121790,39,1,519,1795,293,31.68
4580,CA-2018-121790,39,1,519,1160,293,2003.168
4581,CA-2018-121790,39,1,519,1186,293,9.344
4582,CA-2017-169670,283,1,32,366,126,2563.056
4583,CA-2017-139549,494,1,166,499,281,387.136
4584,CA-2018-164112,139,1,623,1632,348,1085.42
4585,CA-2016-143882,273,1,466,1168,198,43.056
4586,US-2017-139262,421,1,136,262,93,3.762
4587,US-2017-139262,421,1,136,458,93,34.86
4588,US-2017-139262,421,1,136,1427,93,432.456
4589,CA-2018-146192,495,1,279,608,127,675.06
4590,CA-2015-156244,206,1,419,572,115,31.104
4591,CA-2015-156244,206,1,419,389,115,47.96
4592,CA-2015-156244,206,1,419,833,115,158.928
4593,CA-2015-156244,206,1,419,959,115,211.248
4594,CA-2015-156244,206,1,419,1731,115,5.552
4595,CA-2015-156244,206,1,419,15,115,2.952
4596,CA-2016-106362,677,1,681,1366,505,10.332
4597,US-2018-168802,361,1,591,1732,414,18.368
4598,US-2018-146906,738,1,277,437,28,299.9
4599,CA-2017-166380,641,1,280,796,64,26.55
4600,CA-2017-166380,641,1,280,546,64,111.98
4601,US-2016-158911,35,1,508,1222,501,4.928
4602,US-2016-158911,35,1,508,1522,501,11.784
4603,US-2015-103338,278,1,581,670,129,7.98
4604,CA-2016-109169,457,1,768,587,175,180.96
4605,US-2018-167318,705,1,360,575,304,1649.95
4606,US-2018-167318,705,1,360,1777,304,362.352
4607,CA-2018-135419,361,1,229,1837,613,486.368
4608,CA-2017-128671,434,1,618,1715,303,32.4
4609,CA-2017-128671,434,1,618,404,303,41.86
4610,CA-2015-168312,187,1,675,739,5,137.352
4611,CA-2015-168312,187,1,675,1057,5,376.509
4612,US-2018-105935,15,1,266,1306,127,62.72
4613,US-2018-105935,15,1,266,478,127,2939.93
4614,CA-2015-161508,464,1,458,1350,360,512.358
4615,CA-2015-161508,464,1,458,1452,360,3.488
4616,CA-2015-161508,464,1,458,1634,360,22.288
4617,CA-2015-161508,464,1,458,1298,360,16.032
4618,CA-2018-130904,294,1,431,1584,411,1.752
4619,CA-2018-130904,294,1,431,1525,411,20.992
4620,CA-2018-133620,417,1,711,49,126,11.21
4621,US-2017-149790,690,1,39,1642,378,15.624
4622,CA-2017-130778,617,1,567,773,81,8.74
4623,CA-2018-118577,92,1,371,1455,143,143.7
4624,CA-2018-118577,92,1,371,1488,143,6.48
4625,CA-2018-113572,617,1,608,1337,543,7.88
4626,CA-2017-101469,746,1,704,1463,64,7.7
4627,CA-2015-153087,183,1,216,722,481,23.92
4628,CA-2015-153087,183,1,216,892,481,498
4629,CA-2018-135076,307,1,98,977,8,436.704
4630,CA-2015-161634,295,1,91,1369,385,32.4
4631,CA-2017-132549,417,1,613,1526,95,73.36
4632,US-2015-155544,712,1,438,1150,515,59.2
4633,US-2015-155544,712,1,438,1666,515,32.952
4634,US-2015-155544,712,1,438,1142,515,218.376
4635,US-2016-115238,391,1,275,1161,214,31.4
4636,US-2016-115238,391,1,275,467,214,9.48
4637,US-2016-115238,391,1,275,1834,214,209.5
4638,US-2016-115238,391,1,275,1083,214,24.3
4639,US-2016-115238,391,1,275,1358,214,6.48
4640,CA-2018-132199,197,1,90,990,412,26.388
4641,CA-2018-132199,197,1,90,591,412,373.47
4642,CA-2018-132199,197,1,90,522,412,8
4643,CA-2017-163174,177,1,371,1815,162,186.54
4644,CA-2015-110555,17,1,214,607,573,87.08
4645,CA-2015-110555,17,1,214,17,573,105.584
4646,CA-2015-110555,17,1,214,581,573,217.44
4647,CA-2018-137631,455,1,75,1480,195,751.984
4648,CA-2017-118745,203,1,516,1068,285,902.712
4649,CA-2017-163972,71,1,322,1663,94,120.666
4650,CA-2017-113726,323,1,222,1210,382,82.26
4651,CA-2016-158701,585,1,56,985,246,87.36
4652,CA-2016-158701,585,1,56,1405,246,56.16
4653,CA-2018-156272,225,1,146,1126,482,64.384
4654,CA-2016-162964,235,1,102,1787,378,15.552
4655,CA-2016-162964,235,1,102,85,378,223.888
4656,CA-2017-163048,747,1,420,240,5,241.5
4657,CA-2018-137582,551,1,615,69,205,11.808
4658,CA-2016-149601,68,1,534,570,294,16.24
4659,CA-2016-149601,68,1,534,799,294,77.55
4660,CA-2015-139423,252,1,382,1125,46,76.12
4661,CA-2018-110625,198,1,68,1666,522,27.46
4662,CA-2016-133837,726,1,83,507,432,10.744
4663,CA-2017-154067,274,1,199,1496,304,105.52
4664,CA-2018-140480,615,1,304,972,269,83.92
4665,CA-2018-140480,615,1,304,833,269,141.9
4666,CA-2018-140480,615,1,304,1598,269,39.98
4667,CA-2018-140480,615,1,304,492,269,28.91
4668,CA-2018-140480,615,1,304,339,269,174.95
4669,CA-2016-134082,677,1,451,605,43,110.528
4670,CA-2018-132290,372,1,8,557,6,933.408
4671,CA-2017-147109,59,1,175,270,458,51.84
4672,CA-2017-147109,59,1,175,269,458,165.6
4673,CA-2018-107265,391,1,312,1398,71,106.32
4674,CA-2018-150091,279,1,273,1165,487,45
4675,CA-2018-150091,279,1,273,1195,487,17.9
4676,CA-2018-150091,279,1,273,682,487,40.48
4677,CA-2018-150091,279,1,273,1807,487,2154.9
4678,US-2018-132220,323,1,522,906,165,62.352
4679,US-2015-113124,732,1,480,584,148,129.3
4680,CA-2018-155621,296,1,79,1210,111,274.2
4681,CA-2016-151470,554,1,752,665,270,45.584
4682,CA-2016-112823,423,1,555,190,114,25.488
4683,CA-2018-145779,265,1,532,1496,149,84.416
4684,US-2017-155173,732,1,68,852,443,431.94
4685,US-2017-155173,732,1,68,855,443,2.043
4686,US-2017-155173,732,1,68,1281,443,68.238
4687,CA-2017-125087,391,1,755,732,528,344.372
4688,CA-2017-125087,391,1,755,234,528,1554.936
4689,CA-2017-154081,335,1,241,253,285,222.384
4690,CA-2015-146500,13,1,726,1277,576,25.3
4691,CA-2015-146500,13,1,726,1154,576,95.94
4692,CA-2015-100881,658,1,367,123,3,302.376
4693,CA-2016-144043,316,1,415,331,255,46.688
4694,CA-2016-101000,149,1,690,104,512,370.14
4695,CA-2017-168557,608,1,281,35,16,8.928
4696,US-2017-164196,29,1,293,379,499,2678.94
4697,US-2018-132031,287,1,763,1545,344,387.136
4698,US-2018-132031,287,1,763,833,344,45.408
4699,US-2018-132031,287,1,763,1209,344,77.952
4700,US-2018-132031,287,1,763,933,344,3
4701,CA-2018-169404,527,1,219,146,593,37.896
4702,CA-2018-169404,527,1,219,1842,593,65.584
4703,CA-2018-134880,343,1,157,1494,1,44.784
4704,CA-2018-158736,214,1,144,117,246,5.76
4705,US-2017-119270,555,1,324,734,304,19.98
4706,CA-2015-109890,229,1,292,656,340,35.98
4707,CA-2017-138583,516,1,94,1826,443,16.656
4708,US-2018-118535,223,1,522,1365,543,20.7
4709,CA-2017-126284,276,1,453,1059,131,83.7
4710,CA-2018-124716,21,1,776,192,94,45.68
4711,CA-2018-124716,21,1,776,220,94,110.96
4712,CA-2018-124716,21,1,776,1609,94,11.94
4713,CA-2018-106824,600,1,726,132,285,5.94
4714,CA-2016-109190,192,1,182,1380,608,60.736
4715,CA-2016-109190,192,1,182,1193,608,479.976
4716,CA-2016-109190,192,1,182,1615,608,6.08
4717,CA-2017-143154,697,1,685,269,151,165.6
4718,CA-2015-164903,378,1,766,1690,285,12.96
4719,CA-2017-109400,199,1,11,305,110,366.744
4720,CA-2017-130400,246,1,112,69,6,8.856
4721,CA-2017-130400,246,1,112,163,6,27.96
4722,CA-2017-144645,20,1,536,16,185,73.784
4723,CA-2018-141614,303,1,536,1439,190,20.736
4724,CA-2016-122168,397,1,463,1186,497,17.52
4725,CA-2016-122168,397,1,463,1819,497,35.76
4726,CA-2017-132899,506,1,543,1816,126,3.64
4727,CA-2018-118003,120,1,178,1155,430,182.22
4728,CA-2018-118003,120,1,178,600,430,302.94
4729,CA-2017-141887,571,1,461,189,358,54.992
4730,US-2017-160206,726,1,166,449,455,12.99
4731,CA-2018-133074,150,1,532,846,607,55.86
4732,CA-2018-137624,439,1,57,1164,188,241.424
4733,CA-2017-156748,411,1,347,1128,511,13.76
4734,CA-2017-156748,411,1,347,369,511,496.86
4735,CA-2017-156748,411,1,347,1678,511,389.97
4736,US-2015-163146,403,1,114,32,16,56.4
4737,CA-2016-157343,467,1,526,681,248,18.312
4738,CA-2016-157343,467,1,526,1226,248,25.92
4739,CA-2016-157343,467,1,526,64,248,8.016
4740,CA-2018-147354,12,1,306,839,188,479.984
4741,CA-2018-147354,12,1,306,355,188,30.84
4742,CA-2015-137575,613,1,534,413,508,199.98
4743,CA-2017-119074,489,1,446,682,127,20.24
4744,CA-2017-119074,489,1,446,625,127,39.92
4745,CA-2016-149566,65,1,257,547,285,39
4746,CA-2016-149566,65,1,257,1659,285,12.6
4747,CA-2016-121132,269,1,181,150,185,6.264
4748,CA-2016-121132,269,1,181,661,185,14.432
4749,CA-2015-140473,381,1,396,898,466,719.976
4750,US-2018-102904,417,1,746,1435,481,239.92
4751,US-2018-108315,490,1,553,1384,467,220.704
